iter	Logloss
169	0.3464810015
170	0.3463280024
171	0.3461626353
172	0.3460812664
173	0.3458357015
174	0.3456379159
175	0.3455125324
176	0.3453572209
177	0.3452450246
178	0.3450117274
179	0.3448367669
180	0.3446814615
181	0.3444609869
182	0.3442501014
183	0.3440908736
184	0.3438139135
185	0.3436109043
186	0.3434443921
187	0.3432293281
188	0.3429711396
189	0.3428445164
190	0.3426995017
191	0.3425546084
192	0.3424239995
193	0.3422716488
194	0.3420565379
195	0.3419229265
196	0.3416972465
197	0.3415048001
198	0.3413485869
199	0.3412752194
200	0.3411400454
201	0.340987342
202	0.3408683653
203	0.3406902958
204	0.3405113481
205	0.3402984441
206	0.3400954548
207	0.339803379
208	0.3394981419
209	0.3392643746
210	0.3390886709
211	0.3387710399
212	0.3387220309
213	0.3385107053
214	0.3383498317
215	0.3382285415
216	0.338034821
217	0.3379171478
218	0.3376390831
219	0.3373779987
220	0.3371715103
221	0.3370537743
222	0.3369600322
223	0.3368793051
224	0.3367158397
225	0.3365064008
226	0.3363175986
227	0.3361762773
228	0.3360840774
229	0.335923725
230	0.3358341339
231	0.3356658765
232	0.3354464175
233	0.3353118446
234	0.3350332318
235	0.334872283
236	0.3347670358
237	0.3346646543
238	0.3345580174
239	0.3344641082
240	0.3342963769
241	0.3342199751
242	0.3340611814
243	0.3339093173
244	0.3337800173
245	0.3336157794
246	0.3334939865
247	0.3334438404
248	0.33335608
249	0.3332315319
250	0.3331564637
251	0.3330619625
252	0.3329145712
253	0.3328480007
254	0.332759301
255	0.332614741
256	0.3324250793
257	0.3323497368
258	0.3322629693
259	0.3320636134
260	0.3320122605
261	0.3319053125
262	0.3317172651
263	0.3314845034
264	0.3312760133
265	0.3310770727
266	0.3309917233
267	0.3308867472
268	0.330777553
269	0.330677713
270	0.3305019309
271	0.3303648648
272	0.3302566959
273	0.3301633793
274	0.3300693368
275	0.3300064084
276	0.3298882138
277	0.3297174375
278	0.3294513742
279	0.3293073263
280	0.3292078315
281	0.3290859276
282	0.3289547783
283	0.3287709107
284	0.3286750413
285	0.3284625236
286	0.3283113327
287	0.3282009458
288	0.3281123525
289	0.328013073
290	0.3278415427
291	0.3277127275
292	0.3276253097
293	0.3274676203
294	0.3274036893
295	0.3272900405
296	0.3272256216
297	0.3270928239
298	0.3269228779
299	0.3267698994
300	0.3266551817
301	0.3264959312
302	0.3263709473
303	0.326256907
304	0.3261838443
305	0.3260740531
306	0.3259648973
307	0.3258793402
308	0.3257755869
309	0.3257006799
310	0.3255033816
311	0.3253161333
312	0.3252830002
313	0.3251934737
314	0.3251206783
315	0.3250412805
316	0.3249365495
317	0.324806185
318	0.3247378864
319	0.3246503094
320	0.3245823121
321	0.3244651056
322	0.3243358588
323	0.3242427862
324	0.324142842
325	0.3239642307
326	0.3238387155
327	0.3237569183
328	0.3236526668
329	0.3235473848
330	0.323441289
331	0.3233323221
332	0.3231905098
333	0.3230792229
334	0.3230037324
335	0.3229503962
336	0.3228522272
337	0.3227236933
338	0.3225319706
339	0.3224125245
340	0.3222682912
341	0.3222065127
342	0.3220689505
343	0.3219316214
344	0.3219108639
345	0.3217263621
346	0.3216391388
347	0.3214707247
348	0.3213361944
349	0.3212433461
350	0.3211948205
351	0.3210770367
352	0.3210095382
353	0.3209418504
354	0.3208260749
355	0.3206922166
356	0.3205509522
357	0.3203988613
358	0.3202207539
359	0.3201391601
360	0.3200099992
361	0.3199959809
362	0.3199153581
363	0.3197866423
364	0.3197324095
365	0.319614159
366	0.3194701747
367	0.3193788399
368	0.3193112407
369	0.3191808966
370	0.3190073726
371	0.3189199777
372	0.3188401633
373	0.3187568422
374	0.3186167776
375	0.3185581111
376	0.3184901256
377	0.3183834187
378	0.318231093
379	0.3180675311
380	0.3179613708
381	0.3178032579
382	0.3177731902
383	0.3176762539
384	0.3174441621
385	0.3173447141
386	0.317241095
387	0.3171717448
388	0.3170296975
389	0.3168302312
390	0.3167343801
391	0.316662409
392	0.3164945316
393	0.3163596126
394	0.3162814661
395	0.3161618348
396	0.3161039334
397	0.3159942446
398	0.3159228758
399	0.3158387507
400	0.315763914
401	0.315731144
402	0.3155379141
403	0.3154470806
404	0.3153280623
405	0.3152090848
406	0.315106681
407	0.3149384332
408	0.3148491237
409	0.3146735732
410	0.3145937262
411	0.3144907981
412	0.3144017359
413	0.3142646648
414	0.3142070751
415	0.3140552427
416	0.3139453218
417	0.3137993469
418	0.3136160148
419	0.3135706815
420	0.3134021181
421	0.313336608
422	0.3131893569
423	0.313076489
424	0.3129345167
425	0.3128034263
426	0.3126636913
427	0.3125100117
428	0.3122553887
429	0.3121755832
430	0.3121042949
431	0.3120067531
432	0.3119571137
433	0.311899174
434	0.3118085074
435	0.3117538696
436	0.3116303109
437	0.3114989637
438	0.3113156655
439	0.3112770849
440	0.3112156766
441	0.3111297939
442	0.3110306139
443	0.3109978631
444	0.3108617726
445	0.3107820554
446	0.3107353676
447	0.3106765622
448	0.3106327366
449	0.3105586887
450	0.3104858926
451	0.3104046153
452	0.3103271312
453	0.310190744
454	0.3100955603
455	0.3099825055
456	0.3098093814
457	0.309643721
458	0.3095303893
459	0.3094448789
460	0.3093468392
461	0.3092153839
462	0.3091415933
463	0.3090548425
464	0.3089421992
465	0.3088120823
466	0.3087463599
467	0.3086076039
468	0.3085243512
469	0.3083444255
470	0.3082404554
471	0.3081762694
472	0.3080664905
473	0.3079748962
474	0.3079219197
475	0.3078245713
476	0.307709416
477	0.3076261597
478	0.3075357618
479	0.3074520657
480	0.3073425513
481	0.3072652652
482	0.3071749145
483	0.3070389934
484	0.3069531979
485	0.3068658722
486	0.3067806791
487	0.3067290602
488	0.3065859621
489	0.3065123845
490	0.3064065396
491	0.3062861642
492	0.3062354843
493	0.3061244483
494	0.306006882
495	0.3059325917
496	0.3058128169
497	0.3057439232
498	0.3056379768
499	0.3054816136
500	0.305386483
501	0.3052977643
502	0.3051973448
503	0.3050238906
504	0.3049662975
505	0.3049273978
506	0.3048695237
507	0.3048217925
508	0.3047606234
509	0.3046545421
510	0.3045491955
511	0.3044582385
512	0.3043228087
513	0.3042377027
514	0.3041483875
515	0.3040573324
516	0.3039524583
517	0.3038523287
518	0.3037534264
519	0.303595017
520	0.3035097366
521	0.3034243574
522	0.3033221236
523	0.3032179833
524	0.3031036298
525	0.303042611
526	0.3029618377
527	0.3028499327
528	0.3027509273
529	0.3026547386
530	0.3025266911
531	0.3024805664
532	0.3023985155
533	0.3023281803
534	0.3022751544
535	0.3021751774
536	0.3020668963
537	0.3020085766
538	0.3019534849
539	0.3018841354
540	0.3018130562
541	0.3017376108
542	0.3016598057
543	0.3015817624
544	0.3015365314
545	0.3014533613
546	0.3013632742
547	0.3012885326
548	0.3011998994
549	0.3011445047
550	0.3010242613
551	0.3009288517
552	0.3008593941
553	0.3007373528
554	0.3006523787
555	0.3005414695
556	0.3004580963
557	0.30037109
558	0.3002741615
559	0.3001389499
560	0.2999907376
561	0.2999054753
562	0.2998351293
563	0.2997678458
564	0.2996911793
565	0.2996165993
566	0.2995336835
567	0.2994521567
568	0.2993609034
569	0.2992842412
570	0.2991522409
571	0.2989919874
572	0.298912397
573	0.2988539369
574	0.2987189465
575	0.298623232
576	0.2985539678
577	0.2984454127
578	0.2982988637
579	0.2982138287
580	0.2980899017
581	0.2979703776
582	0.2978914377
583	0.2977950479
584	0.2977342918
585	0.2976494817
586	0.2975792145
587	0.2975067263
588	0.297419744
589	0.2973550265
590	0.2972643807
591	0.2971904828
592	0.297119925
593	0.2970370133
594	0.2969261621
595	0.2968193992
596	0.2967063053
597	0.2966237863
598	0.2965401289
599	0.2964587297
600	0.2963989613
601	0.2962903621
602	0.2961814418
603	0.296042505
604	0.2960055072
605	0.2959283541
606	0.2958445544
607	0.2957508635
608	0.2956621651
609	0.2955710832
610	0.2955032926
611	0.2954810002
612	0.2954146594
613	0.2953240073
614	0.295256253
615	0.2951846999
616	0.2951063298
617	0.2950217612
618	0.2949580419
619	0.2948879677
620	0.2948013489
621	0.2947334894
622	0.2946568567
623	0.2945918895
624	0.294525349
625	0.2944486672
626	0.2943609118
627	0.2942714565
628	0.2941920043
629	0.2941205586
630	0.2940149192
631	0.2939432865
632	0.2938672897
633	0.2937995273
634	0.2936965806
635	0.293602844
636	0.2935222386
637	0.2934706247
638	0.2934206411
639	0.2933435751
640	0.2932148497
641	0.2931407355
642	0.293082457
643	0.2929621298
644	0.2928794686
645	0.2928217759
646	0.2927467775
647	0.2926414289
648	0.2925377045
649	0.2924604734
650	0.2923810419
651	0.2923111934
652	0.2922434297
653	0.2921669651
654	0.2920503937
655	0.2919731029
656	0.2918507302
657	0.2917847262
658	0.2916934417
659	0.2915951238
660	0.2915296066
661	0.2914345001
662	0.2913512157
663	0.291260142
664	0.2911583364
665	0.2910844355
666	0.2909603104
667	0.2908938414
668	0.2908378934
669	0.2907637464
670	0.2906909013
671	0.2906222563
672	0.2905534608
673	0.2904815727
674	0.2904143093
675	0.2903387997
676	0.290222265
677	0.290161378
678	0.2900323361
679	0.2899226313
680	0.2898625285
681	0.2897503257
682	0.2897104627
683	0.2896339266
684	0.2895504163
685	0.2894820411
686	0.2894189647
687	0.289361281
688	0.2893188785
689	0.2892664028
690	0.2892118588
691	0.2891426684
692	0.2890262091
693	0.2889660704
694	0.2888803908
695	0.2887972929
696	0.288704059
697	0.2886554514
698	0.2885937418
699	0.2885053703
700	0.2884563097
701	0.2883632383
702	0.288302388
703	0.2882320721
704	0.2881402481
705	0.288070207
706	0.2879577879
707	0.2878930089
708	0.287817283
709	0.2877633435
710	0.2877163607
711	0.2876305274
712	0.2875464481
713	0.2874015284
714	0.2873345425
715	0.2871958052
716	0.2871520783
717	0.2870975013
718	0.2870449428
719	0.2869940333
720	0.2868985285
721	0.2868460003
722	0.2867429932
723	0.286679925
724	0.2865948731
725	0.2865247149
726	0.2864886837
727	0.2864230315
728	0.2863468039
729	0.2862741393
730	0.2861972546
731	0.2861166274
732	0.2860116808
733	0.2859157502
734	0.2858278927
735	0.2858127407
736	0.2856753646
737	0.285610589
738	0.2855317333
739	0.2853992395
740	0.285337827
741	0.2852782533
742	0.2852020556
743	0.2851491938
744	0.2851141805
745	0.2850250904
746	0.2849716124
747	0.2848791494
748	0.2847473249
749	0.2846316724
750	0.2845659892
751	0.284510513
752	0.2844530107
753	0.2843373188
754	0.2843070236
755	0.2842414428
756	0.2841812181
757	0.2840596411
758	0.2840082484
759	0.2839538935
760	0.2838769935
761	0.2838257216
762	0.2837750849
763	0.2836131411
764	0.2835821282
765	0.283516141
766	0.2834513914
767	0.2833986254
768	0.2833441083
769	0.2832186649
770	0.283160258
771	0.2830608105
772	0.2830221928
773	0.2829246206
774	0.2828466362
775	0.2828124066
776	0.2827627291
777	0.2826837328
778	0.2825922097
779	0.2825068659
780	0.2824244555
781	0.2823500314
782	0.2823115179
783	0.2822743459
784	0.2821802287
785	0.2821226439
786	0.2820368582
787	0.2819630346
788	0.2818970725
789	0.2818671133
790	0.2817522821
791	0.2817012092
792	0.2816335046
793	0.2815441036
794	0.2814670014
795	0.2814174598
796	0.2813563986
797	0.2812433619
798	0.2811663956
799	0.281074064
800	0.2810104688
801	0.2809067715
802	0.2808128308
803	0.2807521149
804	0.2806706646
805	0.2805988564
806	0.2805519213
807	0.2804428765
808	0.2803134312
809	0.2802823304
810	0.2801771799
811	0.2801247989
812	0.2800223379
813	0.2799763923
814	0.2799116856
815	0.2798379273
816	0.2797788078
817	0.2796804382
818	0.2796433208
819	0.2795756305
820	0.2794921102
821	0.2794354463
822	0.2793550748
823	0.2792785155
824	0.2791740034
825	0.2791067459
826	0.2790282234
827	0.2789644499
828	0.2788954025
829	0.2787899128
830	0.2786926676
831	0.2786063539
832	0.2785505474
833	0.2784811398
834	0.278430993
835	0.278387103
836	0.278306736
837	0.2782401513
838	0.278166937
839	0.2781490762
840	0.278105986
841	0.2780185721
842	0.2779376117
843	0.2778239245
844	0.2777813812
845	0.2777381312
846	0.277697763
847	0.2776447464
848	0.2775680554
849	0.2775245751
850	0.2774512882
851	0.2773720066
852	0.2773060746
853	0.2772698719
854	0.2772342403
855	0.2772055603
856	0.2771217612
857	0.2770667775
858	0.2769852826
859	0.2769375314
860	0.2768715914
861	0.2767923598
862	0.2767057634
863	0.2766400603
864	0.2765850888
865	0.2765098485
866	0.2764453799
867	0.2763692728
868	0.2763207294
869	0.276229283
870	0.2761752512
871	0.2761485142
872	0.2760724904
873	0.2759872473
874	0.2759557437
875	0.2758940479
876	0.2758336021
877	0.2757380669
878	0.2756849567
879	0.275643492
880	0.2755792974
881	0.2755461142
882	0.2755114633
883	0.2754578889
884	0.2754077977
885	0.2753426761
886	0.2752827227
887	0.2752215724
888	0.2751628612
889	0.2751024478
890	0.275058452
891	0.2749725648
892	0.2748926924
893	0.2748074464
894	0.2747316624
895	0.2746721066
896	0.2746109366
897	0.2745295749
898	0.2744897686
899	0.2744329323
900	0.2743839171
901	0.2743369445
902	0.2742248132
903	0.2741581853
904	0.2741078927
905	0.2740192122
906	0.2739679767
907	0.2739048814
908	0.2738252868
909	0.273740794
910	0.2736830066
911	0.2736234054
912	0.2735529438
913	0.273480483
914	0.2734083743
915	0.2733455267
916	0.2732675555
917	0.2731598378
918	0.2731262098
919	0.2730718155
920	0.273035403
921	0.2729520483
922	0.2728923697
923	0.2728483019
924	0.2728121093
925	0.2727812439
926	0.2727546624
927	0.2727220421
928	0.2726456963
929	0.2726249707
930	0.2725868187
931	0.2725153566
932	0.2724539334
933	0.2723946512
934	0.2723415169
935	0.2722704042
936	0.272197134
937	0.2721217756
938	0.2720896269
939	0.2720544756
940	0.2720338403
941	0.2719881291
942	0.2719075054
943	0.2718553055
944	0.2718287965
945	0.2717639882
946	0.2716845056
947	0.2716327386
948	0.2716100384
949	0.2715430183
950	0.2714752052
951	0.2714342469
952	0.2713862425
953	0.271284113
954	0.2712484377
955	0.2712122786
956	0.2711283495
957	0.271047297
958	0.2710306186
959	0.2709518148
960	0.2708933299
961	0.2707851235
962	0.2706797037
963	0.2706075906
964	0.2705773071
965	0.2705413621
966	0.270503146
967	0.2704172743
968	0.2703827256
969	0.2703209422
970	0.2702801658
971	0.2702463596
972	0.2701954997
973	0.270114134
974	0.2700321775
975	0.2699522704
976	0.269918277
977	0.2698795127
978	0.2698282356
979	0.2697879226
980	0.2697110158
981	0.2696494637
982	0.2695532263
983	0.2694868049
984	0.2694723736
985	0.2694402935
986	0.2693899677
987	0.2693411292
988	0.2692746553
989	0.2692378018
990	0.2691939355
991	0.2691253591
992	0.2690840813
993	0.2689988572
994	0.2689562194
995	0.2689102002
996	0.2688575241
997	0.2687826768
998	0.268739537
999	0.26866581
